Producent,Typer,Koder,KodeBeskrivelser,Fejl,Prioritering,Løsningsforslag,Varenumer prioritet 1,Varenummer prioritet 2,Varenummer prioritet 3,KodeBeskrivelser (service),Fejl (service),Spørgsmål 1,Spørgsmål 2,Spørgsmål 3,Kunden kan prøve,Send tekniker ja / nej,URL-links,URL-links_Kundeserviceinformationer,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Thermoplan,BW4,Extration time too long (53),Extration time too long (53),Udleveringstiden for kaffeproduktet er overskredet den fastsatte tidsgrænse.,4.0,"Efterse ketsjeren (132878) i ventilen ""Coffee Outlet Valve"".",132878,,,Extration time too long (53),Udleveringstiden for kaffeproduktet er overskredet den fastsatte tidsgrænse.,,,,"Kunden kan efterse om der er åbent for vandet til maskinen, og om grumsebeholderen er tom.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,Extration time too long (53),Extration time too long (53),Udleveringstiden for kaffeproduktet er overskredet den fastsatte tidsgrænse.,5.0,"Kontroller, om ventilen ""Brew Valve"" kan aktiveres inde i systemet. Når den aktiveres, skal der høres et ""klik"", og der vil komme vand ud oppe fra bryghuset. Hvis der ikke høres et klik, skal du undersøge ledningsnettet for ventilen, samt teste ventilspolen.",,,,Extration time too long (53),Udleveringstiden for kaffeproduktet er overskredet den fastsatte tidsgrænse.,,,,"Kunden kan efterse om der er åbent for vandet til maskinen, og om grumsebeholderen er tom.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,Extration time too long (53),Extration time too long (53),Udleveringstiden for kaffeproduktet er overskredet den fastsatte tidsgrænse.,6.0,Skift stempel (120555) i 'Brew Valve' (ovenpå boiler).,120555,,,Extration time too long (53),Udleveringstiden for kaffeproduktet er overskredet den fastsatte tidsgrænse.,,,,"Kunden kan efterse om der er åbent for vandet til maskinen, og om grumsebeholderen er tom.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,Extration time too short (54),Extration time too short (54),Udleveringstiden for kaffeproduktet er under den fastsatte tidsgrænse.,1.0,"Kontroller, om ekstrationstiden for produkterne er sat korrekt.",,,,Extration time too short (54),Udleveringstiden for kaffeproduktet er under den fastsatte tidsgrænse.,,,,Kunden kan kontrollere at der er åbent for bønnebeholderne og at der er fyldt bønner i.,Send tekniker,,https://bentax.sharepoint.com/:b:/g/ETqxv4euGyVImAkGXrWonKABEbXzDXo9ldqe8kR2SGwMZg?e=G9XyAT,,,,,,,,,
Thermoplan,BW4,Extration time too short (54),Extration time too short (54),Udleveringstiden for kaffeproduktet er under den fastsatte tidsgrænse.,2.0,"Kontroller, at bønnebeholderne er helt åbne, og at der ikke er noget der blokere for at bønnerne kan komme ned i kværnen.",,,,Extration time too short (54),Udleveringstiden for kaffeproduktet er under den fastsatte tidsgrænse.,,,,Kunden kan kontrollere at der er åbent for bønnebeholderne og at der er fyldt bønner i.,Send tekniker,,https://bentax.sharepoint.com/:b:/g/ETqxv4euGyVImAkGXrWonKABEbXzDXo9ldqe8kR2SGwMZg?e=G9XyAT,,,,,,,,,
Thermoplan,BW4,Extration time too short (54),Extration time too short (54),Udleveringstiden for kaffeproduktet er under den fastsatte tidsgrænse.,3.0,"Efterset, om produktrecepterne er i overensstemmelse med Bentax' grundrecepter.",,,,Extration time too short (54),Udleveringstiden for kaffeproduktet er under den fastsatte tidsgrænse.,,,,Kunden kan kontrollere at der er åbent for bønnebeholderne og at der er fyldt bønner i.,Send tekniker,,https://bentax.sharepoint.com/:b:/g/ETqxv4euGyVImAkGXrWonKABEbXzDXo9ldqe8kR2SGwMZg?e=G9XyAT,,,,,,,,,
Thermoplan,BW4,Extration time too short (54),Extration time too short (54),Udleveringstiden for kaffeproduktet er under den fastsatte tidsgrænse.,4.0,Udfør en genkalibrering af kværnene og kontroller formalingsgraden. Husk at indstille ISQ-efter kalibreringen.,,,,Extration time too short (54),Udleveringstiden for kaffeproduktet er under den fastsatte tidsgrænse.,,,,Kunden kan kontrollere at der er åbent for bønnebeholderne og at der er fyldt bønner i.,Send tekniker,,https://bentax.sharepoint.com/:b:/g/ETqxv4euGyVImAkGXrWonKABEbXzDXo9ldqe8kR2SGwMZg?e=G9XyAT,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkPrepare.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",1.0,"Kontrollér, om mælkesugeslangen er blokeret. Inspektion af hele slangen og filteret i mælkesuget er nødvendigt.",,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkPrepare.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",2.0,Efterse ketsjer (132878) i 'Milk Inlet Valve' ( ventil under mælkepumpe).,132878,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkPrepare.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",3.0,"Efterse om der kontraventilen (125718) i 'Cleaning block' (på mælkepumpe) er indtakt, samt om der er fri passage gennem mælkedysen (121409) i mælkepumpen.",125718,121409.0,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkPrepare.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",4.0,Efterse ketsjeren (127791) i 'Foam Path Valve' (ventil foran mælkepumpen).,127791,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkPrepare.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",5.0,Efterse ketsjeren (127791) i 'Milk Outlet Valve' (ventil bag dækskjoldet på hydraulikken).,127791,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkPrepare.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",6.0,Efterse ketsjeren (127791) i 'Milk Source Valve' (ventil i køleskab / ventil under maskinen).,127791,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkPrepare.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",7.0,"Hvis ovenstående 1-6 ikke løser fejlen, skift mælkepumpen.",136934,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkCycle.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",1.0,"Kontrollér, om mælkesugeslangen er blokeret. Inspektion af hele slangen og filteret i mælkesuget er nødvendigt.",,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkCycle.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",2.0,Efterse ketsjer (132878) i 'Milk Inlet Valve' ( ventil under mælkepumpe).,132878,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkCycle.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",3.0,"Efterse om der kontraventilen (125718) i 'Cleaning block' (på mælkepumpe) er indtakt, samt om der er fri passage gennem mælkedysen (121409) i mælkepumpen.",125718,121409.0,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkCycle.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",4.0,Efterse ketsjeren (127791) i 'Foam Path Valve' (ventil foran mælkepumpen).,127791,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW4,"_Cleaning.MilkCycle.MilkCleanControllerBW4: During the cleaning phase (cleaning hydraulic module), a temperature higher than 120.0 was measured by the milk control NTC on the hydraulic module",Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",5.0,Efterse ketsjeren (127791) i 'Milk Outlet Valve' (ventil bag dækskjoldet på hydraulikken).,127791,,,Cleaning temperature is too high (116),"Maskinen fejler i rengøringsprocessens punkt 2 (start):
[1] Der kommer ingen varmt vand ud i rengøringsbeholderen i køleskabet.
[2] Der er dårlig cirkulation gennem mælkekredsløbet således at mælkeNTC'en ved mælkepumpen bliver for varm.",,,,"[1] Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?
[2] Kunden skal kontrollere at filteret i mælkesuget i køleskabet ikke er blokeret og er helt rent.",Send tekniker,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
